ArticleId,PMCid,TableName,SpecPragmatics,CellContent,Header,Stub,SuperRow,rowN,columnN,function,hasAge,actual,predicted,error,prediction
5696,3493663,Table 1,BaselineCharacteristic,xx (xx.x %),ITT xx (xxx.x %) ; ,, Survivin-specific T-cell reactivity (SSTR)b,24,1,3,No,1:No,1:No,,0.766
5696,3493663,Table 1,BaselineCharacteristic,xx (xx.x %),PP xx (xxx.x %) ; ,, Survivin-specific T-cell reactivity (SSTR)b,24,2,3,No,1:No,1:No,,0.736
5696,3493663,Table 1,BaselineCharacteristic,, ; ,, Survivin-specific T-cell reactivity (SSTR)b,25,0,2,No,1:No,1:No,,0.95
5696,3493663,Table 1,BaselineCharacteristic,xx (xx.x %),ITT xx (xxx.x %) ; ,, Survivin-specific T-cell reactivity (SSTR)b,25,1,3,No,1:No,1:No,,0.766
5696,3493663,Table 1,BaselineCharacteristic,xx (xx.x %),PP xx (xxx.x %) ; ,, Survivin-specific T-cell reactivity (SSTR)b,25,2,3,No,1:No,1:No,,0.736
5696,3493663,Table 1,BaselineCharacteristic,, ; ,, Survivin-specific T-cell reactivity (SSTR)b,26,0,2,No,1:No,1:No,,0.95
5696,3493663,Table 1,BaselineCharacteristic,xx (xx.x %),ITT xx (xxx.x %) ; ,, Survivin-specific T-cell reactivity (SSTR)b,26,1,3,No,1:No,1:No,,0.766
5696,3493663,Table 1,BaselineCharacteristic,xx (xx.x %),PP xx (xxx.x %) ; ,, Survivin-specific T-cell reactivity (SSTR)b,26,2,3,No,1:No,1:No,,0.736
5696,3493663,Table 1,BaselineCharacteristic,Best overall responsec, ; ,None,None,27,0,24,No,1:No,1:No,,0.995
5696,3493663,Table 1,BaselineCharacteristic,Best overall responsec,ITT xx (xxx.x %) ; ,Best overall responsec,None,27,1,43,No,1:No,1:No,,0.911
5696,3493663,Table 1,BaselineCharacteristic,Best overall responsec,PP xx (xxx.x %) ; ,Best overall responsec,None,27,2,43,No,1:No,1:No,,0.881
5696,3493663,Table 1,BaselineCharacteristic,, ; ,, Best overall responsec,28,0,2,No,1:No,1:No,,1
5696,3493663,Table 1,BaselineCharacteristic,x (x.x %),ITT xx (xxx.x %) ; ,, Best overall responsec,28,1,3,No,1:No,1:No,,0.86
5696,3493663,Table 1,BaselineCharacteristic,x (x.x %),PP xx (xxx.x %) ; ,, Best overall responsec,28,2,3,No,1:No,1:No,,0.86
5696,3493663,Table 1,BaselineCharacteristic,, ; ,, Best overall responsec,29,0,2,No,1:No,1:No,,1
5696,3493663,Table 1,BaselineCharacteristic,x (x.x %),ITT xx (xxx.x %) ; ,, Best overall responsec,29,1,3,No,1:No,1:No,,0.86
5696,3493663,Table 1,BaselineCharacteristic,x (x.x %),PP xx (xxx.x %) ; ,, Best overall responsec,29,2,3,No,1:No,1:No,,0.86
5696,3493663,Table 1,BaselineCharacteristic,, ; ,, Best overall responsec,30,0,2,No,1:No,1:No,,1
5696,3493663,Table 1,BaselineCharacteristic,x (xx.x %),ITT xx (xxx.x %) ; ,, Best overall responsec,30,1,3,No,1:No,1:No,,0.86
5696,3493663,Table 1,BaselineCharacteristic,x (xx.x %),PP xx (xxx.x %) ; ,, Best overall responsec,30,2,3,No,1:No,1:No,,0.86
5696,3493663,Table 1,BaselineCharacteristic,, ; ,, Best overall responsec,31,0,2,No,1:No,1:No,,1
5696,3493663,Table 1,BaselineCharacteristic,xx (xx.x %),ITT xx (xxx.x %) ; ,, Best overall responsec,31,1,3,No,1:No,1:No,,0.906
5696,3493663,Table 1,BaselineCharacteristic,xx (xx.x %),PP xx (xxx.x %) ; ,, Best overall responsec,31,2,3,No,1:No,1:No,,0.876
5696,3493663,Table 1,BaselineCharacteristic,, ; ,, Best overall responsec,32,0,2,No,1:No,1:No,,1
5696,3493663,Table 1,BaselineCharacteristic,x (x.x %),ITT xx (xxx.x %) ; ,, Best overall responsec,32,1,3,No,1:No,1:No,,0.86
5696,3493663,Table 1,BaselineCharacteristic,x (x.x %),PP xx (xxx.x %) ; ,, Best overall responsec,32,2,3,No,1:No,1:No,,0.86
5696,3493663,Table 1,BaselineCharacteristic,, ; ,, Best overall responsec,33,0,2,No,1:No,1:No,,1
5696,3493663,Table 1,BaselineCharacteristic,xx (xx.x %),ITT xx (xxx.x %) ; ,, Best overall responsec,33,1,3,No,1:No,1:No,,0.906
5696,3493663,Table 1,BaselineCharacteristic,xx (xx.x %),PP xx (xxx.x %) ; ,, Best overall responsec,33,2,3,No,1:No,1:No,,0.876
5696,3493663,Table 1,BaselineCharacteristic,Median progression-free survival months (xx % CI)d, ; ,Median progression-free survival months (xx % CI)d, Best overall responsec,34,0,2,No,1:No,1:No,,1
5696,3493663,Table 1,BaselineCharacteristic,x.x (x.x–x.x),ITT xx (xxx.x %) ; ,Median progression-free survival months (xx % CI)d, Best overall responsec,34,1,3,No,1:No,1:No,,0.89
5696,3493663,Table 1,BaselineCharacteristic,x.x (x.x–x.x),PP xx (xxx.x %) ; ,Median progression-free survival months (xx % CI)d, Best overall responsec,34,2,3,No,1:No,1:No,,0.9
5696,3493663,Table 1,BaselineCharacteristic,Median overall survival months (xx % CI)d, ; ,Median overall survival months (xx % CI)d, Best overall responsec,35,0,2,No,1:No,1:No,,1
5696,3493663,Table 1,BaselineCharacteristic,x.x (x.x–xx.x),ITT xx (xxx.x %) ; ,Median overall survival months (xx % CI)d, Best overall responsec,35,1,3,No,1:No,1:No,,0.85
5696,3493663,Table 1,BaselineCharacteristic,x.x (x.x–xx.x),PP xx (xxx.x %) ; ,Median overall survival months (xx % CI)d, Best overall responsec,35,2,3,No,1:No,1:No,,0.87
5696,3493663,Table 2,BaselineCharacteristic,Sex,,None,None,0,0,12,No,1:No,1:No,,0.905
5696,3493663,Table 2,BaselineCharacteristic,Age (years),,Sex,None,0,1,1,No,1:No,1:No,,0.557
5696,3493663,Table 2,BaselineCharacteristic,Localization of primary melanoma,,Sex,None,0,2,1,No,1:No,1:No,,0.914
5696,3493663,Table 2,BaselineCharacteristic,Stage (AJCC),,Sex,None,0,3,1,No,1:No,1:No,,0.903
5696,3493663,Table 2,BaselineCharacteristic,HLA type,,Sex,None,0,4,1,No,1:No,1:No,,0.913
5696,3493663,Table 2,BaselineCharacteristic,Vaccination regimen,,Sex,None,0,5,1,No,1:No,1:No,,0.945
5696,3493663,Table 2,BaselineCharacteristic,OPS (ECOG),,Sex,None,0,6,1,No,1:No,1:No,,0.935
5696,3493663,Table 2,BaselineCharacteristic,Previous therapy in stage-IV,,Sex,None,0,7,1,No,1:No,1:No,,0.897
5696,3493663,Table 2,BaselineCharacteristic,Sites of metastases,,Sex,None,0,8,1,No,1:No,1:No,,0.935
5696,3493663,Table 2,BaselineCharacteristic,Number of vaccinations (ELISPOT)a,,Sex,None,0,9,1,No,1:No,1:No,,0.885
5696,3493663,Table 2,BaselineCharacteristic,Survivin-specific T-cell reactivity vaccination sites,,Sex,None,0,10,1,No,1:No,1:No,,0.908
5696,3493663,Table 2,BaselineCharacteristic,Inflammatory reaction at responseb,,Sex,None,0,11,1,No,1:No,1:No,,0.945
5696,3493663,Table 2,BaselineCharacteristic,Best overall,,Sex,None,0,12,1,No,1:No,1:No,,0.955
5696,3493663,Table 2,BaselineCharacteristic,PFS (months),,Sex,None,0,13,1,No,1:No,1:No,,0.946
5696,3493663,Table 2,BaselineCharacteristic,OS (months),,Sex,None,0,14,1,No,1:No,1:No,,0.953
5696,3493663,Table 2,BaselineCharacteristic,m,Sex ; ,m,None,1,0,2,No,1:No,1:No,,0.96
5696,3493663,Table 2,BaselineCharacteristic,Cutaneous,Localization of primary melanoma ; ,m,None,1,2,3,No,1:No,1:No,,0.93
5696,3493663,Table 2,BaselineCharacteristic,Mxa,Stage (AJCC) ; ,m,None,1,3,3,No,1:No,1:No,,0.92
5696,3493663,Table 2,BaselineCharacteristic,"Ax, Ax",HLA type ; ,m,None,1,4,3,No,1:No,1:No,,0.92
5696,3493663,Table 2,BaselineCharacteristic,Regimen I,Vaccination regimen ; ,m,None,1,5,3,No,1:No,1:No,,0.91
5696,3493663,Table 2,BaselineCharacteristic,x,OPS (ECOG) ; ,m,None,1,6,3,No,1:No,1:No,,0.93
5696,3493663,Table 2,BaselineCharacteristic,"Temozolomide, interferon-alpha",Previous therapy in stage-IV ; ,m,None,1,7,3,No,1:No,1:No,,0.88
5696,3493663,Table 2,BaselineCharacteristic,"LN, intramuscular",Sites of metastases ; ,m,None,1,8,3,No,1:No,1:No,,0.92
5696,3493663,Table 2,BaselineCharacteristic,xx+,Number of vaccinations (ELISPOT)a ; ,m,None,1,9,3,No,1:No,1:No,,0.87
5696,3493663,Table 2,BaselineCharacteristic,Negative,Survivin-specific T-cell reactivity vaccination sites ; ,m,None,1,10,3,No,1:No,1:No,,0.93
5696,3493663,Table 2,BaselineCharacteristic,Absent,Inflammatory reaction at responseb ; ,m,None,1,11,3,No,1:No,1:No,,0.94
5696,3493663,Table 2,BaselineCharacteristic,PR,Best overall ; ,m,None,1,12,3,No,1:No,1:No,,0.95
5696,3493663,Table 2,BaselineCharacteristic,xx+,PFS (months) ; ,m,None,1,13,3,No,1:No,1:No,,0.94
5696,3493663,Table 2,BaselineCharacteristic,xx+,OS (months) ; ,m,None,1,14,3,No,1:No,1:No,,0.95
5696,3493663,Table 2,BaselineCharacteristic,m,Sex ; ,m,None,2,0,2,No,1:No,1:No,,0.96
5696,3493663,Table 2,BaselineCharacteristic,Cutaneous,Localization of primary melanoma ; ,m,None,2,2,3,No,1:No,1:No,,0.93
5696,3493663,Table 2,BaselineCharacteristic,Mxb,Stage (AJCC) ; ,m,None,2,3,3,No,1:No,1:No,,0.93
5696,3493663,Table 2,BaselineCharacteristic,Ax,HLA type ; ,m,None,2,4,3,No,1:No,1:No,,0.93
5696,3493663,Table 2,BaselineCharacteristic,Regimen I,Vaccination regimen ; ,m,None,2,5,3,No,1:No,1:No,,0.92
5696,3493663,Table 2,BaselineCharacteristic,x,OPS (ECOG) ; ,m,None,2,6,3,No,1:No,1:No,,0.94
5696,3493663,Table 2,BaselineCharacteristic,"Temozolomide, interferon-alpha",Previous therapy in stage-IV ; ,m,None,2,7,3,No,1:No,1:No,,0.87
5696,3493663,Table 2,BaselineCharacteristic,"Lung, LN",Sites of metastases ; ,m,None,2,8,3,No,1:No,1:No,,0.93
5696,3493663,Table 2,BaselineCharacteristic,xx+,Number of vaccinations (ELISPOT)a ; ,m,None,2,9,3,No,1:No,1:No,,0.88
5696,3493663,Table 2,BaselineCharacteristic,Positive,Survivin-specific T-cell reactivity vaccination sites ; ,m,None,2,10,3,No,1:No,1:No,,0.93
5696,3493663,Table 2,BaselineCharacteristic,Present,Inflammatory reaction at responseb ; ,m,None,2,11,3,No,1:No,1:No,,0.95
5696,3493663,Table 2,BaselineCharacteristic,CR,Best overall ; ,m,None,2,12,3,No,1:No,1:No,,0.96
5696,3493663,Table 2,BaselineCharacteristic,xx+,PFS (months) ; ,m,None,2,13,3,No,1:No,1:No,,0.95
5696,3493663,Table 2,BaselineCharacteristic,xx+,OS (months) ; ,m,None,2,14,3,No,1:No,1:No,,0.95
5696,3493663,Table 2,BaselineCharacteristic,f,Sex ; ,f,None,3,0,2,No,1:No,1:No,,0.96
5696,3493663,Table 2,BaselineCharacteristic,Cutaneous,Localization of primary melanoma ; ,f,None,3,2,3,No,1:No,1:No,,0.93
5696,3493663,Table 2,BaselineCharacteristic,Mxc,Stage (AJCC) ; ,f,None,3,3,3,No,1:No,1:No,,0.91
5696,3493663,Table 2,BaselineCharacteristic,"Ax, Bxx",HLA type ; ,f,None,3,4,3,No,1:No,1:No,,0.9
5696,3493663,Table 2,BaselineCharacteristic,Regimen I,Vaccination regimen ; ,f,None,3,5,3,No,1:No,1:No,,0.91
5696,3493663,Table 2,BaselineCharacteristic,x,OPS (ECOG) ; ,f,None,3,6,3,No,1:No,1:No,,0.93
5696,3493663,Table 2,BaselineCharacteristic,"Temozolomide, interferon-alpha",Previous therapy in stage-IV ; ,f,None,3,7,3,No,1:No,1:No,,0.85
5696,3493663,Table 2,BaselineCharacteristic,"Liver, LN",Sites of metastases ; ,f,None,3,8,3,No,1:No,1:No,,0.92
5696,3493663,Table 2,BaselineCharacteristic,xx+,Number of vaccinations (ELISPOT)a ; ,f,None,3,9,3,No,1:No,1:No,,0.86
5696,3493663,Table 2,BaselineCharacteristic,Positive,Survivin-specific T-cell reactivity vaccination sites ; ,f,None,3,10,3,No,1:No,1:No,,0.89
5696,3493663,Table 2,BaselineCharacteristic,Present,Inflammatory reaction at responseb ; ,f,None,3,11,3,No,1:No,1:No,,0.93
5696,3493663,Table 2,BaselineCharacteristic,PR,Best overall ; ,f,None,3,12,3,No,1:No,1:No,,0.94
5696,3493663,Table 2,BaselineCharacteristic,xx+,PFS (months) ; ,f,None,3,13,3,No,1:No,1:No,,0.93
5696,3493663,Table 2,BaselineCharacteristic,xx+,OS (months) ; ,f,None,3,14,3,No,1:No,1:No,,0.94
5696,3493663,Table 2,BaselineCharacteristic,f,Sex ; ,f,None,4,0,2,No,1:No,1:No,,0.97
5696,3493663,Table 2,BaselineCharacteristic,Cutaneous,Localization of primary melanoma ; ,f,None,4,2,3,No,1:No,1:No,,0.93
5696,3493663,Table 2,BaselineCharacteristic,Mxb,Stage (AJCC) ; ,f,None,4,3,3,No,1:No,1:No,,0.91
5696,3493663,Table 2,BaselineCharacteristic,Ax,HLA type ; ,f,None,4,4,3,No,1:No,1:No,,0.9
5696,3493663,Table 2,BaselineCharacteristic,Regimen I,Vaccination regimen ; ,f,None,4,5,3,No,1:No,1:No,,0.9
5696,3493663,Table 2,BaselineCharacteristic,x,OPS (ECOG) ; ,f,None,4,6,3,No,1:No,1:No,,0.92
5696,3493663,Table 2,BaselineCharacteristic,"Dacarbazine, radiation",Previous therapy in stage-IV ; ,f,None,4,7,3,No,1:No,1:No,,0.85
5696,3493663,Table 2,BaselineCharacteristic,"Lung, LN, SC",Sites of metastases ; ,f,None,4,8,3,No,1:No,1:No,,0.86
5696,3493663,Table 2,BaselineCharacteristic,xx,Number of vaccinations (ELISPOT)a ; ,f,None,4,9,3,No,1:No,1:No,,0.746
5696,3493663,Table 2,BaselineCharacteristic,Positive,Survivin-specific T-cell reactivity vaccination sites ; ,f,None,4,10,3,No,1:No,1:No,,0.88
5696,3493663,Table 2,BaselineCharacteristic,Present,Inflammatory reaction at responseb ; ,f,None,4,11,3,No,1:No,1:No,,0.92
5696,3493663,Table 2,BaselineCharacteristic,PR,Best overall ; ,f,None,4,12,3,No,1:No,1:No,,0.93
5696,3493663,Table 2,BaselineCharacteristic,xx,PFS (months) ; ,f,None,4,13,3,No,1:No,1:No,,0.826
5696,3493663,Table 2,BaselineCharacteristic,xx+,OS (months) ; ,f,None,4,14,3,No,1:No,1:No,,0.94
5696,3493663,Table 2,BaselineCharacteristic,m,Sex ; ,m,None,5,0,2,No,1:No,1:No,,0.98
5696,3493663,Table 2,BaselineCharacteristic,Uveal,Localization of primary melanoma ; ,m,None,5,2,3,No,1:No,1:No,,0.94
5696,3493663,Table 2,BaselineCharacteristic,Mxc,Stage (AJCC) ; ,m,None,5,3,3,No,1:No,1:No,,0.94
5696,3493663,Table 2,BaselineCharacteristic,Bxx,HLA type ; ,m,None,5,4,3,No,1:No,1:No,,0.93
5696,3493663,Table 2,BaselineCharacteristic,Regimen I,Vaccination regimen ; ,m,None,5,5,3,No,1:No,1:No,,0.92
5696,3493663,Table 2,BaselineCharacteristic,x,OPS (ECOG) ; ,m,None,5,6,3,No,1:No,1:No,,0.95
5696,3493663,Table 2,BaselineCharacteristic,Imatinib,Previous therapy in stage-IV ; ,m,None,5,7,3,No,1:No,1:No,,0.86
5696,3493663,Table 2,BaselineCharacteristic,"Liver, lung",Sites of metastases ; ,m,None,5,8,3,No,1:No,1:No,,0.93
5696,3493663,Table 2,BaselineCharacteristic,xx,Number of vaccinations (ELISPOT)a ; ,m,None,5,9,3,No,1:No,1:No,,0.766
5696,3493663,Table 2,BaselineCharacteristic,n.a.,Survivin-specific T-cell reactivity vaccination sites ; ,m,None,5,10,3,No,1:No,1:No,,0.75
5696,3493663,Table 2,BaselineCharacteristic,Absent,Inflammatory reaction at responseb ; ,m,None,5,11,3,No,1:No,1:No,,0.95
5696,3493663,Table 2,BaselineCharacteristic,SD,Best overall ; ,m,None,5,12,3,No,1:No,1:No,,0.85
5696,3493663,Table 2,BaselineCharacteristic,x,PFS (months) ; ,m,None,5,13,3,No,1:No,1:No,,0.95
5696,3493663,Table 2,BaselineCharacteristic,xx,OS (months) ; ,m,None,5,14,3,No,1:No,1:No,,0.876
5696,3493663,Table 2,BaselineCharacteristic,f,Sex ; ,f,None,6,0,2,No,1:No,1:No,,0.99
5696,3493663,Table 2,BaselineCharacteristic,Cutaneous,Localization of primary melanoma ; ,f,None,6,2,3,No,1:No,1:No,,0.97
5696,3493663,Table 2,BaselineCharacteristic,Mxa,Stage (AJCC) ; ,f,None,6,3,3,No,1:No,1:No,,0.96
5696,3493663,Table 2,BaselineCharacteristic,"Ax, Bxx",HLA type ; ,f,None,6,4,3,No,1:No,1:No,,0.95
5696,3493663,Table 2,BaselineCharacteristic,Regimen I,Vaccination regimen ; ,f,None,6,5,3,No,1:No,1:No,,0.94
5696,3493663,Table 2,BaselineCharacteristic,x,OPS (ECOG) ; ,f,None,6,6,3,No,1:No,1:No,,0.93
5696,3493663,Table 2,BaselineCharacteristic,Dacarbazine,Previous therapy in stage-IV ; ,f,None,6,7,3,No,1:No,1:No,,0.88
5696,3493663,Table 2,BaselineCharacteristic,"LN, SC",Sites of metastases ; ,f,None,6,8,3,No,1:No,1:No,,0.89
5696,3493663,Table 2,BaselineCharacteristic,xx,Number of vaccinations (ELISPOT)a ; ,f,None,6,9,3,No,1:No,1:No,,0.796
5696,3493663,Table 2,BaselineCharacteristic,Positive,Survivin-specific T-cell reactivity vaccination sites ; ,f,None,6,10,3,No,1:No,1:No,,0.91
5696,3493663,Table 2,BaselineCharacteristic,Absent,Inflammatory reaction at responseb ; ,f,None,6,11,3,No,1:No,1:No,,0.95
5696,3493663,Table 2,BaselineCharacteristic,SD,Best overall ; ,f,None,6,12,3,No,1:No,1:No,,0.86
5696,3493663,Table 2,BaselineCharacteristic,x,PFS (months) ; ,f,None,6,13,3,No,1:No,1:No,,0.95
5696,3493663,Table 2,BaselineCharacteristic,xx,OS (months) ; ,f,None,6,14,3,No,1:No,1:No,,0.906
5696,3493663,Table 2,BaselineCharacteristic,f,Sex ; ,f,None,7,0,2,No,1:No,1:No,,0.99
5696,3493663,Table 2,BaselineCharacteristic,Cutaneous,Localization of primary melanoma ; ,f,None,7,2,3,No,1:No,1:No,,0.97
5696,3493663,Table 2,BaselineCharacteristic,Mxb,Stage (AJCC) ; ,f,None,7,3,3,No,1:No,1:No,,0.96
5696,3493663,Table 2,BaselineCharacteristic,Ax,HLA type ; ,f,None,7,4,3,No,1:No,1:No,,0.96
5696,3493663,Table 2,BaselineCharacteristic,Regimen I,Vaccination regimen ; ,f,None,7,5,3,No,1:No,1:No,,0.95
5696,3493663,Table 2,BaselineCharacteristic,x,OPS (ECOG) ; ,f,None,7,6,3,No,1:No,1:No,,0.96
5696,3493663,Table 2,BaselineCharacteristic,Dacarbazine,Previous therapy in stage-IV ; ,f,None,7,7,3,No,1:No,1:No,,0.89
5696,3493663,Table 2,BaselineCharacteristic,"Lung, LN",Sites of metastases ; ,f,None,7,8,3,No,1:No,1:No,,0.97
5696,3493663,Table 2,BaselineCharacteristic,xx,Number of vaccinations (ELISPOT)a ; ,f,None,7,9,3,No,1:No,1:No,,0.826
5696,3493663,Table 2,BaselineCharacteristic,Positive,Survivin-specific T-cell reactivity vaccination sites ; ,f,None,7,10,3,No,1:No,1:No,,0.92
5696,3493663,Table 2,BaselineCharacteristic,Present,Inflammatory reaction at responseb ; ,f,None,7,11,3,No,1:No,1:No,,0.96
5696,3493663,Table 2,BaselineCharacteristic,SD,Best overall ; ,f,None,7,12,3,No,1:No,1:No,,0.87
5696,3493663,Table 2,BaselineCharacteristic,xx,PFS (months) ; ,f,None,7,13,3,No,1:No,1:No,,0.896
5696,3493663,Table 2,BaselineCharacteristic,xx,OS (months) ; ,f,None,7,14,3,No,1:No,1:No,,0.926
5696,3493663,Table 2,BaselineCharacteristic,f,Sex ; ,f,None,8,0,2,No,1:No,1:No,,0.99
5696,3493663,Table 2,BaselineCharacteristic,xx,Age (years) ; ,f,None,8,1,3,No,1:No,1:No,,0.506
5696,3493663,Table 2,BaselineCharacteristic,Cutaneous,Localization of primary melanoma ; ,f,None,8,2,3,No,1:No,1:No,,0.97
5696,3493663,Table 2,BaselineCharacteristic,Mxa,Stage (AJCC) ; ,f,None,8,3,3,No,1:No,1:No,,0.97
5696,3493663,Table 2,BaselineCharacteristic,"Ax, Bxx",HLA type ; ,f,None,8,4,3,No,1:No,1:No,,0.97
5696,3493663,Table 2,BaselineCharacteristic,Regimen II,Vaccination regimen ; ,f,None,8,5,3,No,1:No,1:No,,0.98
5696,3493663,Table 2,BaselineCharacteristic,x,OPS (ECOG) ; ,f,None,8,6,3,No,1:No,1:No,,0.98
5696,3493663,Table 2,BaselineCharacteristic,Dacarbazine,Previous therapy in stage-IV ; ,f,None,8,7,3,No,1:No,1:No,,0.91
5696,3493663,Table 2,BaselineCharacteristic,"LN, SC, C",Sites of metastases ; ,f,None,8,8,3,No,1:No,1:No,,0.9
5696,3493663,Table 2,BaselineCharacteristic,xx,Number of vaccinations (ELISPOT)a ; ,f,None,8,9,3,No,1:No,1:No,,0.826
5696,3493663,Table 2,BaselineCharacteristic,Positive,Survivin-specific T-cell reactivity vaccination sites ; ,f,None,8,10,3,No,1:No,1:No,,0.94
5696,3493663,Table 2,BaselineCharacteristic,Present,Inflammatory reaction at responseb ; ,f,None,8,11,3,No,1:No,1:No,,0.98
5696,3493663,Table 2,BaselineCharacteristic,SD,Best overall ; ,f,None,8,12,3,No,1:No,1:No,,0.87
5696,3493663,Table 2,BaselineCharacteristic,x,PFS (months) ; ,f,None,8,13,3,No,1:No,1:No,,0.99
5696,3493663,Table 2,BaselineCharacteristic,xx,OS (months) ; ,f,None,8,14,3,No,1:No,1:No,,0.936
5696,3493663,Table 2,BaselineCharacteristic,m,Sex ; ,m,None,9,0,2,No,1:No,1:No,,1
5696,3493663,Table 2,BaselineCharacteristic,xx,Age (years) ; ,m,None,9,1,3,No,1:No,1:No,,0.606
5696,3493663,Table 2,BaselineCharacteristic,Cutaneous,Localization of primary melanoma ; ,m,None,9,2,3,No,1:No,1:No,,0.98
5696,3493663,Table 2,BaselineCharacteristic,Mxc,Stage (AJCC) ; ,m,None,9,3,3,No,1:No,1:No,,0.99
5696,3493663,Table 2,BaselineCharacteristic,Ax,HLA type ; ,m,None,9,4,3,No,1:No,1:No,,0.99
5696,3493663,Table 2,BaselineCharacteristic,Regimen I,Vaccination regimen ; ,m,None,9,5,3,No,1:No,1:No,,0.97
5696,3493663,Table 2,BaselineCharacteristic,x,OPS (ECOG) ; ,m,None,9,6,3,No,1:No,1:No,,1
5696,3493663,Table 2,BaselineCharacteristic,"Dacarbazine, fotemustine",Previous therapy in stage-IV ; ,m,None,9,7,3,No,1:No,1:No,,0.91
5696,3493663,Table 2,BaselineCharacteristic,"Brain, lung, LN, SC",Sites of metastases ; ,m,None,9,8,3,No,1:No,1:No,,0.92
5696,3493663,Table 2,BaselineCharacteristic,xx,Number of vaccinations (ELISPOT)a ; ,m,None,9,9,3,No,1:No,1:No,,0.886
5696,3493663,Table 2,BaselineCharacteristic,n.a.,Survivin-specific T-cell reactivity vaccination sites ; ,m,None,9,10,3,No,1:No,1:No,,0.83
5696,3493663,Table 2,BaselineCharacteristic,Absent,Inflammatory reaction at responseb ; ,m,None,9,11,3,No,1:No,1:No,,1
5696,3493663,Table 2,BaselineCharacteristic,SD,Best overall ; ,m,None,9,12,3,No,1:No,1:No,,0.88
5696,3493663,Table 2,BaselineCharacteristic,x,PFS (months) ; ,m,None,9,13,3,No,1:No,1:No,,1
5696,3493663,Table 2,BaselineCharacteristic,xx,OS (months) ; ,m,None,9,14,3,No,1:No,1:No,,0.966
5696,3493663,Table 2,BaselineCharacteristic,m,Sex ; ,m,None,10,0,2,No,1:No,1:No,,1
5696,3493663,Table 2,BaselineCharacteristic,xx,Age (years) ; ,m,None,10,1,3,No,1:No,1:No,,0.676
5696,3493663,Table 2,BaselineCharacteristic,Cutaneous,Localization of primary melanoma ; ,m,None,10,2,3,No,1:No,1:No,,0.99
5696,3493663,Table 2,BaselineCharacteristic,Mxb,Stage (AJCC) ; ,m,None,10,3,3,No,1:No,1:No,,1
5696,3493663,Table 2,BaselineCharacteristic,"Ax, Bxx",HLA type ; ,m,None,10,4,3,No,1:No,1:No,,1
5696,3493663,Table 2,BaselineCharacteristic,Regimen III,Vaccination regimen ; ,m,None,10,5,3,No,1:No,1:No,,1
5696,3493663,Table 2,BaselineCharacteristic,x,OPS (ECOG) ; ,m,None,10,6,3,No,1:No,1:No,,1
5696,3493663,Table 2,BaselineCharacteristic,Temozolomide,Previous therapy in stage-IV ; ,m,None,10,7,3,No,1:No,1:No,,0.91
5696,3493663,Table 2,BaselineCharacteristic,"Lung, LN, SC",Sites of metastases ; ,m,None,10,8,3,No,1:No,1:No,,0.92
5696,3493663,Table 2,BaselineCharacteristic,xx,Number of vaccinations (ELISPOT)a ; ,m,None,10,9,3,No,1:No,1:No,,0.906
5696,3493663,Table 2,BaselineCharacteristic,Positive,Survivin-specific T-cell reactivity vaccination sites ; ,m,None,10,10,3,No,1:No,1:No,,0.99
5696,3493663,Table 2,BaselineCharacteristic,Absent,Inflammatory reaction at responseb ; ,m,None,10,11,3,No,1:No,1:No,,1
5696,3493663,Table 2,BaselineCharacteristic,SD,Best overall ; ,m,None,10,12,3,No,1:No,1:No,,0.89
5696,3493663,Table 2,BaselineCharacteristic,x,PFS (months) ; ,m,None,10,13,3,No,1:No,1:No,,1
5696,3493663,Table 2,BaselineCharacteristic,xx,OS (months) ; ,m,None,10,14,3,No,1:No,1:No,,0.966
5696,3493663,Table 2,BaselineCharacteristic,m,Sex ; ,m,None,11,0,2,No,1:No,1:No,,1
5696,3493663,Table 2,BaselineCharacteristic,xx,Age (years) ; ,m,None,11,1,3,No,1:No,1:No,,0.706
5696,3493663,Table 2,BaselineCharacteristic,Uveal,Localization of primary melanoma ; ,m,None,11,2,3,No,1:No,1:No,,0.99
5696,3493663,Table 2,BaselineCharacteristic,Mxc,Stage (AJCC) ; ,m,None,11,3,3,No,1:No,1:No,,1
5696,3493663,Table 2,BaselineCharacteristic,Ax,HLA type ; ,m,None,11,4,3,No,1:No,1:No,,1
5696,3493663,Table 2,BaselineCharacteristic,Regimen I,Vaccination regimen ; ,m,None,11,5,3,No,1:No,1:No,,0.99
5696,3493663,Table 2,BaselineCharacteristic,x,OPS (ECOG) ; ,m,None,11,6,3,No,1:No,1:No,,1
5696,3493663,Table 2,BaselineCharacteristic,Imatinib,Previous therapy in stage-IV ; ,m,None,11,7,3,No,1:No,1:No,,0.91
5696,3493663,Table 2,BaselineCharacteristic,Liver,Sites of metastases ; ,m,None,11,8,3,No,1:No,1:No,,0.99
5696,3493663,Table 2,BaselineCharacteristic,x,Number of vaccinations (ELISPOT)a ; ,m,None,11,9,3,No,1:No,1:No,,0.95
5696,3493663,Table 2,BaselineCharacteristic,Negative,Survivin-specific T-cell reactivity vaccination sites ; ,m,None,11,10,3,No,1:No,1:No,,0.99
5696,3493663,Table 2,BaselineCharacteristic,Absent,Inflammatory reaction at responseb ; ,m,None,11,11,3,No,1:No,1:No,,1
5696,3493663,Table 2,BaselineCharacteristic,SD,Best overall ; ,m,None,11,12,3,No,1:No,1:No,,0.89
