inst#,actual,predicted,error,prediction
2665,1:no,1:no,,0.879
2666,1:no,1:no,,0.505
2667,1:no,1:no,,0.509
2668,1:no,1:no,,0.672
2669,1:no,1:no,,0.63
2670,1:no,1:no,,0.664
2671,1:no,1:no,,0.891
2672,1:no,1:no,,0.553
2673,1:no,2:yes,+,0.518
2674,1:no,1:no,,0.702
2675,1:no,1:no,,0.618
2676,1:no,1:no,,0.77
2677,1:no,1:no,,0.891
2678,1:no,1:no,,0.582
2679,1:no,1:no,,0.57
2680,1:no,1:no,,0.611
2681,1:no,1:no,,0.721
2682,1:no,1:no,,0.744
2683,1:no,1:no,,0.903
2684,1:no,1:no,,0.628
2685,1:no,1:no,,0.611
2686,1:no,1:no,,0.645
2687,1:no,1:no,,0.755
2688,1:no,1:no,,0.773
2689,1:no,1:no,,0.913
2690,1:no,1:no,,0.629
2691,1:no,1:no,,0.559
2692,1:no,1:no,,0.757
2693,1:no,1:no,,0.686
2694,1:no,1:no,,0.82
2695,1:no,1:no,,0.901
2696,1:no,1:no,,0.73
2697,1:no,1:no,,0.72
2698,1:no,1:no,,0.785
2699,1:no,1:no,,0.84
2700,1:no,1:no,,0.883
2701,1:no,1:no,,0.887
2702,1:no,1:no,,0.649
2703,1:no,1:no,,0.636
2704,1:no,1:no,,0.763
2705,1:no,1:no,,0.742
2706,1:no,1:no,,0.811
2707,1:no,1:no,,0.887
2708,1:no,1:no,,0.649
2709,1:no,1:no,,0.636
2710,1:no,1:no,,0.763
2711,1:no,1:no,,0.742
2712,1:no,1:no,,0.811
2713,1:no,1:no,,0.888
2714,1:no,1:no,,0.653
2715,1:no,1:no,,0.64
2716,1:no,1:no,,0.766
2717,1:no,1:no,,0.745
2718,1:no,1:no,,0.814
2719,1:no,1:no,,0.87
2720,1:no,1:no,,0.642
2721,1:no,1:no,,0.635
2722,1:no,1:no,,0.749
2723,1:no,1:no,,0.74
2724,1:no,1:no,,0.779
2725,1:no,1:no,,0.9
2726,1:no,1:no,,0.7
2727,1:no,1:no,,0.669
2728,1:no,1:no,,0.818
2729,1:no,1:no,,0.778
2730,1:no,1:no,,0.861
2731,1:no,1:no,,0.871
2732,1:no,1:no,,0.646
2733,1:no,1:no,,0.644
2734,1:no,1:no,,0.753
2735,1:no,1:no,,0.749
2736,1:no,1:no,,0.79
2737,1:no,1:no,,0.887
2738,1:no,1:no,,0.694
2739,1:no,1:no,,0.698
2740,1:no,1:no,,0.799
2741,1:no,1:no,,0.801
2742,1:no,1:no,,0.814
2743,1:no,1:no,,0.785
2744,1:no,1:no,,0.521
2745,1:no,1:no,,0.607
2746,1:no,1:no,,0.616
2747,1:no,1:no,,0.789
2748,1:no,1:no,,0.519
2749,1:no,1:no,,0.584
2750,1:no,1:no,,0.594
2751,1:no,1:no,,0.792
2752,1:no,2:yes,+,0.61
2753,1:no,2:yes,+,0.525
2754,1:no,2:yes,+,0.505
2755,1:no,1:no,,0.639
2756,2:yes,2:yes,,0.798
2757,2:yes,2:yes,,0.755
2758,2:yes,2:yes,,0.747
2759,1:no,1:no,,0.8
2760,1:no,2:yes,+,0.509
2761,1:no,1:no,,0.552
2762,1:no,1:no,,0.57
2763,1:no,1:no,,0.782
2764,1:no,1:no,,0.537
2765,1:no,1:no,,0.613
2766,1:no,1:no,,0.624
2767,1:no,1:no,,0.816
2768,1:no,2:yes,+,0.586
2769,1:no,1:no,,0.519
2770,1:no,1:no,,0.535
2771,1:no,1:no,,0.688
2772,1:no,2:yes,+,0.708
2773,1:no,2:yes,+,0.652
2774,1:no,2:yes,+,0.642
2775,1:no,1:no,,0.71
2776,1:no,2:yes,+,0.56
2777,1:no,1:no,,0.501
2778,1:no,1:no,,0.504
2779,1:no,1:no,,0.855
2780,1:no,1:no,,0.552
2781,1:no,1:no,,0.654
2782,1:no,1:no,,0.667
2783,1:no,1:no,,0.841
2784,1:no,1:no,,0.561
2785,1:no,1:no,,0.68
2786,1:no,1:no,,0.688
2787,1:no,1:no,,0.857
2788,1:no,2:yes,+,0.548
2789,1:no,1:no,,0.57
2790,1:no,1:no,,0.587
2791,1:no,1:no,,0.859
2792,1:no,1:no,,0.585
2793,1:no,1:no,,0.688
2794,1:no,1:no,,0.704
2795,1:no,1:no,,0.896
2796,1:no,1:no,,0.59
2797,1:no,1:no,,0.688
2798,1:no,1:no,,0.69
2799,1:no,1:no,,0.875
2800,1:no,1:no,,0.615
2801,1:no,1:no,,0.71
2802,1:no,1:no,,0.714
2803,1:no,1:no,,0.861
2804,1:no,1:no,,0.624
2805,1:no,1:no,,0.726
2806,1:no,1:no,,0.73
2807,1:no,1:no,,0.677
2808,1:no,2:yes,+,0.571
2809,1:no,2:yes,+,0.516
2810,1:no,2:yes,+,0.51
2811,1:no,1:no,,0.861
2812,1:no,1:no,,0.613
2813,1:no,1:no,,0.707
2814,1:no,1:no,,0.714
2815,1:no,1:no,,0.877
2816,1:no,1:no,,0.625
2817,1:no,1:no,,0.72
2818,1:no,1:no,,0.724
2819,1:no,1:no,,0.863
2820,1:no,1:no,,0.634
2821,1:no,1:no,,0.736
2822,1:no,1:no,,0.739
2823,1:no,1:no,,0.862
2824,1:no,1:no,,0.547
2825,1:no,1:no,,0.662
2826,1:no,1:no,,0.671
2827,1:no,1:no,,0.865
2828,1:no,2:yes,+,0.535
2829,1:no,1:no,,0.59
2830,1:no,1:no,,0.599
2831,1:no,1:no,,0.865
2832,1:no,2:yes,+,0.535
2833,1:no,1:no,,0.59
2834,1:no,1:no,,0.599
2835,1:no,1:no,,0.849
2836,1:no,1:no,,0.546
2837,1:no,1:no,,0.655
2838,1:no,1:no,,0.664
2839,1:no,1:no,,0.793
2840,1:no,1:no,,0.735
2841,1:no,1:no,,0.775
2842,1:no,1:no,,0.79
2843,1:no,1:no,,0.792
2844,1:no,1:no,,0.578
2845,1:no,1:no,,0.58
2846,1:no,1:no,,0.791
2847,1:no,1:no,,0.849
2848,1:no,1:no,,0.679
2849,1:no,1:no,,0.706
2850,1:no,2:yes,+,0.609
2851,1:no,2:yes,+,0.596
2852,1:no,1:no,,0.7
2853,1:no,1:no,,0.694
2854,2:yes,2:yes,,0.739
2855,2:yes,2:yes,,0.738
2856,1:no,2:yes,+,0.612
2857,1:no,1:no,,0.7
2858,1:no,2:yes,+,0.72
2859,1:no,2:yes,+,0.714
2860,1:no,2:yes,+,0.606
2861,1:no,1:no,,0.869
2862,1:no,1:no,,0.605
2863,1:no,1:no,,0.616
2864,1:no,1:no,,0.852
2865,1:no,1:no,,0.844
2866,1:no,1:no,,0.572
2867,1:no,1:no,,0.586
2868,1:no,1:no,,0.736
2869,1:no,1:no,,0.847
2870,1:no,1:no,,0.611
2871,1:no,1:no,,0.626
2872,1:no,1:no,,0.767
2873,1:no,1:no,,0.89
2874,1:no,1:no,,0.662
2875,1:no,1:no,,0.667
2876,1:no,1:no,,0.865
2877,1:no,1:no,,0.887
2878,1:no,1:no,,0.641
2879,1:no,1:no,,0.65
2880,1:no,1:no,,0.796
2881,1:no,1:no,,0.888
2882,1:no,1:no,,0.67
2883,1:no,1:no,,0.692
2884,1:no,1:no,,0.804
2885,1:no,1:no,,0.903
2886,1:no,1:no,,0.792
2887,1:no,1:no,,0.787
2888,1:no,1:no,,0.907
2889,1:no,1:no,,0.897
2890,1:no,1:no,,0.761
2891,1:no,1:no,,0.751
2892,1:no,1:no,,0.857
2893,1:no,1:no,,0.886
2894,1:no,1:no,,0.749
2895,1:no,1:no,,0.743
2896,1:no,1:no,,0.85
2897,1:no,1:no,,0.891
2898,1:no,1:no,,0.75
2899,1:no,1:no,,0.751
2900,1:no,1:no,,0.855
2901,1:no,1:no,,0.892
2902,1:no,1:no,,0.751
2903,1:no,1:no,,0.752
2904,1:no,1:no,,0.881
2905,1:no,1:no,,0.891
2906,1:no,1:no,,0.735
2907,1:no,1:no,,0.735
2908,1:no,1:no,,0.874
2909,1:no,1:no,,0.898
2910,1:no,1:no,,0.706
2911,1:no,1:no,,0.719
2912,1:no,1:no,,0.803
2913,1:no,1:no,,0.863
2914,1:no,1:no,,0.663
2915,1:no,1:no,,0.665
2916,1:no,1:no,,0.749
2917,1:no,1:no,,0.919
2918,1:no,1:no,,0.848
2919,1:no,1:no,,0.905
2920,1:no,1:no,,0.806
2921,1:no,1:no,,0.809
2922,1:no,1:no,,0.903
2923,1:no,1:no,,0.824
2924,1:no,1:no,,0.775
2925,1:no,1:no,,0.781
2926,1:no,1:no,,0.849
2927,1:no,1:no,,0.859
2928,1:no,1:no,,0.643
2929,1:no,1:no,,0.646
2930,1:no,1:no,,0.843
2931,1:no,1:no,,0.781
2932,1:no,1:no,,0.596
2933,1:no,1:no,,0.605
2934,1:no,1:no,,0.731
2935,1:no,1:no,,0.781
2936,1:no,1:no,,0.596
2937,1:no,1:no,,0.605
2938,1:no,1:no,,0.732
2939,1:no,1:no,,0.929
2940,1:no,1:no,,0.874
2941,1:no,1:no,,0.827
2942,1:no,1:no,,0.615
2943,1:no,1:no,,0.623
2944,1:no,1:no,,0.689
2945,1:no,1:no,,0.884
2946,1:no,1:no,,0.682
2947,1:no,1:no,,0.682
2948,1:no,1:no,,0.869
2949,1:no,1:no,,0.891
2950,1:no,1:no,,0.65
2951,1:no,1:no,,0.664
2952,1:no,1:no,,0.782
2953,1:no,1:no,,0.872
2954,1:no,1:no,,0.65
2955,1:no,1:no,,0.661
2956,1:no,1:no,,0.782
2957,1:no,1:no,,0.884
2958,1:no,1:no,,0.683
2959,1:no,1:no,,0.682
2960,1:no,1:no,,0.869
2961,1:no,1:no,,0.891
2962,1:no,1:no,,0.656
2963,1:no,1:no,,0.665
2964,1:no,1:no,,0.782
2965,1:no,1:no,,0.81
2966,1:no,1:no,,0.651
2967,1:no,1:no,,0.661
2968,1:no,1:no,,0.782
2969,1:no,1:no,,0.894
2970,1:no,1:no,,0.723
2971,1:no,1:no,,0.723
2972,1:no,1:no,,0.878
2973,1:no,1:no,,0.897
2974,1:no,1:no,,0.733
2975,1:no,1:no,,0.745
2976,1:no,1:no,,0.841
2977,1:no,1:no,,0.863
2978,1:no,1:no,,0.757
2979,1:no,1:no,,0.762
2980,1:no,1:no,,0.832
2981,1:no,1:no,,0.893
2982,1:no,1:no,,0.717
2983,1:no,1:no,,0.728
2984,1:no,1:no,,0.839
2985,1:no,1:no,,0.793
2986,1:no,1:no,,0.654
2987,1:no,1:no,,0.831
2988,1:no,1:no,,0.838
2989,1:no,1:no,,0.804
2990,1:no,1:no,,0.823
2991,1:no,1:no,,0.833
2992,1:no,1:no,,0.846
2993,1:no,1:no,,0.86
2994,1:no,1:no,,0.793
2995,1:no,1:no,,0.735
2996,1:no,1:no,,0.732
2997,1:no,1:no,,0.691
2998,1:no,1:no,,0.688
2999,2:yes,2:yes,,0.707
3000,2:yes,2:yes,,0.707
3001,1:no,2:yes,+,0.579
3002,1:no,1:no,,0.796
3003,1:no,1:no,,0.736
3004,1:no,1:no,,0.643
3005,1:no,1:no,,0.617
3006,1:no,1:no,,0.595
3007,1:no,1:no,,0.703
3008,1:no,2:yes,+,0.617
3009,1:no,2:yes,+,0.636
3010,1:no,2:yes,+,0.625
3011,1:no,1:no,,0.703
3012,1:no,2:yes,+,0.532
3013,1:no,2:yes,+,0.533
3014,1:no,2:yes,+,0.635
3015,1:no,1:no,,0.703
3016,1:no,2:yes,+,0.617
3017,1:no,2:yes,+,0.633
3018,1:no,2:yes,+,0.615
3019,1:no,1:no,,0.718
3020,1:no,1:no,,0.515
3021,1:no,2:yes,+,0.556
3022,1:no,2:yes,+,0.582
3023,1:no,1:no,,0.729
3024,1:no,1:no,,0.593
3025,1:no,2:yes,+,0.598
3026,1:no,1:no,,0.552
3027,1:no,1:no,,0.742
3028,1:no,2:yes,+,0.508
3029,1:no,1:no,,0.59
3030,1:no,1:no,,0.58
3031,1:no,1:no,,0.799
3032,1:no,1:no,,0.756
3033,1:no,1:no,,0.796
3034,1:no,1:no,,0.739
3035,1:no,1:no,,0.525
3036,1:no,1:no,,0.525
3037,1:no,1:no,,0.862
3038,1:no,1:no,,0.734
3039,2:yes,2:yes,,0.681
3040,2:yes,2:yes,,0.634
3041,1:no,1:no,,0.863
3042,1:no,1:no,,0.731
3043,1:no,1:no,,0.768
3044,1:no,1:no,,0.842
3045,1:no,1:no,,0.758
3046,1:no,1:no,,0.787
3047,1:no,1:no,,0.863
3048,1:no,1:no,,0.61
3049,1:no,1:no,,0.624
3050,1:no,1:no,,0.846
3051,1:no,1:no,,0.696
3052,1:no,1:no,,0.643
3053,1:no,1:no,,0.803
3054,1:no,1:no,,0.657
3055,1:no,1:no,,0.585
3056,1:no,1:no,,0.822
3057,1:no,1:no,,0.604
3058,1:no,1:no,,0.69
3059,1:no,1:no,,0.826
3060,1:no,1:no,,0.69
3061,1:no,1:no,,0.7
3062,1:no,1:no,,0.897
3063,1:no,1:no,,0.813
3064,1:no,1:no,,0.826
3065,1:no,1:no,,0.885
3066,1:no,1:no,,0.833
3067,1:no,1:no,,0.846
3068,1:no,1:no,,0.889
3069,1:no,1:no,,0.761
3070,1:no,1:no,,0.738
3071,1:no,1:no,,0.885
3072,1:no,1:no,,0.694
3073,1:no,1:no,,0.727
3074,1:no,1:no,,0.832
3075,1:no,1:no,,0.615
3076,1:no,1:no,,0.616
3077,1:no,1:no,,0.897
3078,1:no,1:no,,0.808
3079,1:no,1:no,,0.821
3080,1:no,1:no,,0.9
3081,1:no,1:no,,0.873
3082,1:no,1:no,,0.873
3083,1:no,1:no,,0.862
3084,1:no,1:no,,0.816
3085,1:no,1:no,,0.772
3086,1:no,1:no,,0.867
3087,1:no,1:no,,0.776
3088,1:no,1:no,,0.735
3089,1:no,1:no,,0.867
3090,1:no,1:no,,0.839
3091,1:no,1:no,,0.839
3092,1:no,1:no,,0.806
3093,1:no,1:no,,0.72
3094,1:no,1:no,,0.845
3095,1:no,1:no,,0.733
3096,1:no,1:no,,0.858
3097,1:no,1:no,,0.652
3098,1:no,1:no,,0.837
3099,1:no,1:no,,0.849
3100,1:no,1:no,,0.707
3101,1:no,1:no,,0.831
3102,1:no,1:no,,0.631
3103,1:no,1:no,,0.83
3104,1:no,1:no,,0.658
3105,1:no,1:no,,0.843
3106,1:no,1:no,,0.662
3107,1:no,1:no,,0.884
3108,1:no,1:no,,0.761
3109,1:no,1:no,,0.892
3110,1:no,1:no,,0.663
3111,1:no,1:no,,0.894
3112,1:no,1:no,,0.677
3113,1:no,1:no,,0.894
3114,1:no,1:no,,0.685
3115,1:no,1:no,,0.901
3116,1:no,1:no,,0.791
3117,1:no,1:no,,0.888
3118,1:no,1:no,,0.735
3119,1:no,1:no,,0.884
3120,1:no,1:no,,0.688
3121,1:no,1:no,,0.888
3122,1:no,1:no,,0.755
3123,1:no,1:no,,0.911
3124,1:no,1:no,,0.694
3125,1:no,1:no,,0.918
3126,1:no,1:no,,0.761
3127,1:no,1:no,,0.91
3128,1:no,1:no,,0.732
3129,1:no,1:no,,0.909
3130,1:no,1:no,,0.812
3131,1:no,1:no,,0.92
3132,1:no,1:no,,0.79
3133,1:no,1:no,,0.914
3134,1:no,1:no,,0.755
3135,1:no,1:no,,0.919
3136,1:no,1:no,,0.77
3137,1:no,1:no,,0.92
3138,1:no,1:no,,0.755
3139,1:no,1:no,,0.793
3140,1:no,1:no,,0.735
3141,1:no,1:no,,0.775
3142,1:no,1:no,,0.79
3143,1:no,1:no,,0.802
3144,1:no,1:no,,0.795
3145,1:no,1:no,,0.796
3146,1:no,1:no,,0.805
3147,1:no,1:no,,0.772
3148,1:no,1:no,,0.769
3149,1:no,1:no,,0.781
3150,1:no,1:no,,0.793
3151,1:no,1:no,,0.786
3152,1:no,1:no,,0.716
3153,1:no,1:no,,0.755
3154,1:no,2:yes,+,0.601
3155,1:no,1:no,,0.561
3156,1:no,2:yes,+,0.546
3157,1:no,1:no,,0.598
3158,1:no,1:no,,0.612
3159,1:no,1:no,,0.85
3160,1:no,1:no,,0.718
3161,1:no,1:no,,0.753
3162,1:no,1:no,,0.771
3163,1:no,1:no,,0.781
3164,1:no,1:no,,0.776
3165,1:no,1:no,,0.629
3166,1:no,1:no,,0.867
3167,1:no,1:no,,0.806
3168,1:no,1:no,,0.827
3169,1:no,1:no,,0.833
3170,1:no,1:no,,0.833
3171,1:no,1:no,,0.831
3172,1:no,1:no,,0.73
3173,1:no,1:no,,0.878
3174,1:no,1:no,,0.663
3175,1:no,1:no,,0.749
3176,1:no,1:no,,0.762
3177,1:no,1:no,,0.772
3178,1:no,1:no,,0.782
3179,1:no,1:no,,0.87
3180,1:no,1:no,,0.583
3181,1:no,1:no,,0.731
3182,1:no,1:no,,0.666
3183,1:no,1:no,,0.761
3184,1:no,1:no,,0.771
3185,1:no,1:no,,0.858
3186,1:no,1:no,,0.806
3187,1:no,1:no,,0.8
3188,1:no,1:no,,0.81
3189,1:no,1:no,,0.814
3190,1:no,1:no,,0.811
3191,1:no,1:no,,0.686
3192,1:no,1:no,,0.881
3193,1:no,1:no,,0.67
3194,1:no,1:no,,0.799
3195,1:no,1:no,,0.713
3196,1:no,1:no,,0.831
3197,1:no,1:no,,0.836
3198,1:no,1:no,,0.891
3199,1:no,1:no,,0.739
3200,1:no,1:no,,0.806
3201,1:no,1:no,,0.83
3202,1:no,1:no,,0.841
3203,1:no,1:no,,0.846
3204,1:no,1:no,,0.891
3205,1:no,1:no,,0.855
3206,1:no,1:no,,0.848
3207,1:no,1:no,,0.858
3208,1:no,1:no,,0.866
3209,1:no,1:no,,0.863
3210,1:no,1:no,,0.764
3211,1:no,1:no,,0.856
3212,1:no,1:no,,0.653
3213,1:no,1:no,,0.703
3214,1:no,1:no,,0.736
3215,1:no,1:no,,0.738
3216,1:no,1:no,,0.746
3217,1:no,1:no,,0.9
3218,1:no,1:no,,0.7
3219,1:no,1:no,,0.806
3220,1:no,1:no,,0.827
3221,1:no,1:no,,0.829
3222,1:no,1:no,,0.836
3223,1:no,1:no,,0.883
3224,1:no,1:no,,0.859
3225,1:no,1:no,,0.828
3226,1:no,1:no,,0.841
3227,1:no,1:no,,0.844
3228,1:no,1:no,,0.841
3229,1:no,1:no,,0.713
3230,1:no,1:no,,0.893
3231,1:no,1:no,,0.764
3232,1:no,1:no,,0.806
3233,1:no,1:no,,0.824
3234,1:no,1:no,,0.829
3235,1:no,1:no,,0.835
3236,1:no,1:no,,0.899
3237,1:no,1:no,,0.685
3238,1:no,1:no,,0.811
3239,1:no,1:no,,0.758
3240,1:no,1:no,,0.835
3241,1:no,1:no,,0.841
3242,1:no,1:no,,0.882
3243,1:no,1:no,,0.863
3244,1:no,1:no,,0.854
3245,1:no,1:no,,0.862
3246,1:no,1:no,,0.863
3247,1:no,1:no,,0.86
3248,1:no,1:no,,0.756
3249,1:no,1:no,,0.828
3250,1:no,1:no,,0.732
3251,1:no,1:no,,0.743
3252,1:no,1:no,,0.764
3253,1:no,1:no,,0.767
3254,1:no,1:no,,0.77
3255,1:no,1:no,,0.887
3256,1:no,1:no,,0.739
3257,1:no,1:no,,0.795
3258,1:no,1:no,,0.815
3259,1:no,1:no,,0.817
3260,1:no,1:no,,0.823
3261,1:no,1:no,,0.793
3262,1:no,1:no,,0.626
3263,1:no,1:no,,0.636
3264,1:no,1:no,,0.784
3265,1:no,1:no,,0.596
3266,1:no,1:no,,0.577
3267,1:no,1:no,,0.563
3268,1:no,2:yes,+,0.626
3269,1:no,2:yes,+,0.603
3270,1:no,2:yes,+,0.538
3271,2:yes,2:yes,,0.816
3272,2:yes,2:yes,,0.851
3273,1:no,1:no,,0.509
3274,2:yes,2:yes,,0.794
3275,2:yes,2:yes,,0.825
3276,1:no,1:no,,0.843
3277,1:no,1:no,,0.569
3278,1:no,2:yes,+,0.506
3279,1:no,1:no,,0.84
3280,1:no,1:no,,0.669
3281,1:no,1:no,,0.629
3282,1:no,1:no,,0.835
3283,1:no,1:no,,0.637
3284,1:no,1:no,,0.586
3285,1:no,1:no,,0.837
3286,1:no,1:no,,0.855
3287,1:no,1:no,,0.623
3288,1:no,1:no,,0.577
3289,1:no,1:no,,0.867
3290,1:no,1:no,,0.686
3291,1:no,1:no,,0.666
3292,1:no,1:no,,0.797
3293,1:no,1:no,,0.557
3294,1:no,1:no,,0.551
3295,1:no,1:no,,0.783
3296,1:no,1:no,,0.699
3297,1:no,1:no,,0.651
3298,1:no,1:no,,0.783
3299,1:no,1:no,,0.698
3300,1:no,1:no,,0.647
3301,1:no,1:no,,0.777
3302,1:no,1:no,,0.685
3303,1:no,1:no,,0.633
3304,1:no,1:no,,0.866
3305,1:no,1:no,,0.682
3306,1:no,1:no,,0.617
3307,1:no,1:no,,0.877
3308,1:no,1:no,,0.695
3309,1:no,1:no,,0.661
3310,1:no,1:no,,0.887
3311,1:no,1:no,,0.722
3312,1:no,1:no,,0.67
3313,1:no,1:no,,0.89
3314,1:no,1:no,,0.726
3315,1:no,1:no,,0.675
3316,1:no,1:no,,0.875
3317,1:no,1:no,,0.707
3318,1:no,1:no,,0.653
3319,1:no,1:no,,0.861
3320,1:no,1:no,,0.696
3321,1:no,1:no,,0.662
3322,1:no,1:no,,0.862
3323,1:no,1:no,,0.685
3324,1:no,1:no,,0.635
3325,1:no,1:no,,0.863
3326,1:no,1:no,,0.691
3327,1:no,1:no,,0.642
3328,1:no,1:no,,0.877
3329,1:no,1:no,,0.721
3330,1:no,1:no,,0.668
3331,1:no,1:no,,0.852
3332,1:no,1:no,,0.767
3333,1:no,1:no,,0.721
3334,1:no,1:no,,0.849
3335,1:no,1:no,,0.764
3336,1:no,1:no,,0.696
3337,1:no,1:no,,0.858
3338,1:no,1:no,,0.764
3339,1:no,1:no,,0.729
3340,1:no,1:no,,0.877
3341,1:no,1:no,,0.721
3342,1:no,1:no,,0.668
3343,1:no,1:no,,0.885
3344,1:no,1:no,,0.754
3345,1:no,1:no,,0.73
3346,1:no,1:no,,0.882
3347,1:no,1:no,,0.752
3348,1:no,1:no,,0.703
3349,1:no,1:no,,0.882
3350,1:no,1:no,,0.752
3351,1:no,1:no,,0.703
3352,1:no,1:no,,0.877
3353,1:no,1:no,,0.721
3354,1:no,1:no,,0.668
3355,1:no,1:no,,0.837
3356,1:no,1:no,,0.704
3357,1:no,1:no,,0.677
3358,1:no,1:no,,0.872
3359,1:no,1:no,,0.727
3360,1:no,1:no,,0.682
3361,1:no,1:no,,0.872
3362,1:no,1:no,,0.727
3363,1:no,1:no,,0.682
3364,1:no,1:no,,0.872
3365,1:no,1:no,,0.727
3366,1:no,1:no,,0.682
3367,1:no,1:no,,0.877
3368,1:no,1:no,,0.721
3369,1:no,1:no,,0.669
3370,1:no,1:no,,0.852
3371,1:no,1:no,,0.768
3372,1:no,1:no,,0.721
3373,1:no,1:no,,0.852
3374,1:no,1:no,,0.75
3375,1:no,1:no,,0.701
3376,1:no,1:no,,0.849
3377,1:no,1:no,,0.739
3378,1:no,1:no,,0.696
3379,1:no,1:no,,0.874
3380,1:no,1:no,,0.772
3381,1:no,1:no,,0.716
3382,1:no,1:no,,0.849
3383,1:no,1:no,,0.739
3384,1:no,1:no,,0.696
3385,1:no,1:no,,0.852
3386,1:no,1:no,,0.739
3387,1:no,1:no,,0.696
3388,1:no,1:no,,0.877
3389,1:no,1:no,,0.721
3390,1:no,1:no,,0.669
3391,1:no,1:no,,0.873
3392,1:no,1:no,,0.794
3393,1:no,1:no,,0.751
3394,1:no,1:no,,0.834
3395,1:no,1:no,,0.777
3396,1:no,1:no,,0.714
3397,1:no,1:no,,0.834
3398,1:no,1:no,,0.777
3399,1:no,1:no,,0.714
3400,1:no,1:no,,0.863
3401,1:no,1:no,,0.748
3402,1:no,1:no,,0.714
3403,1:no,1:no,,0.791
3404,1:no,1:no,,0.714
3405,1:no,1:no,,0.76
3406,1:no,1:no,,0.796
3407,1:no,1:no,,0.681
3408,1:no,1:no,,0.834
3409,1:no,1:no,,0.709
3410,1:no,1:no,,0.624
3411,1:no,1:no,,0.668
3412,1:no,1:no,,0.555
3413,1:no,1:no,,0.839
3414,1:no,1:no,,0.718
3415,1:no,1:no,,0.626
3416,1:no,1:no,,0.666
3417,1:no,1:no,,0.554
3418,1:no,1:no,,0.537
3419,1:no,1:no,,0.713
3420,2:yes,1:no,+,0.631
3421,2:yes,1:no,+,0.67
3422,2:yes,1:no,+,0.554
3423,1:no,1:no,,0.537
3424,1:no,1:no,,0.733
3425,1:no,1:no,,0.638
3426,1:no,1:no,,0.677
3427,1:no,1:no,,0.561
3428,1:no,1:no,,0.537
3429,1:no,1:no,,0.747
3430,1:no,1:no,,0.618
3431,1:no,1:no,,0.674
3432,1:no,1:no,,0.576
3433,1:no,1:no,,0.537
3434,1:no,1:no,,0.75
3435,1:no,1:no,,0.627
3436,1:no,1:no,,0.68
3437,1:no,1:no,,0.575
3438,1:no,1:no,,0.547
3439,1:no,1:no,,0.749
3440,1:no,1:no,,0.631
3441,1:no,1:no,,0.683
3442,1:no,1:no,,0.585
3443,1:no,1:no,,0.548
3444,1:no,1:no,,0.772
3445,1:no,1:no,,0.652
3446,1:no,1:no,,0.703
3447,1:no,1:no,,0.607
3448,1:no,2:yes,+,0.503
3449,1:no,1:no,,0.757
3450,1:no,1:no,,0.574
3451,1:no,1:no,,0.626
3452,1:no,1:no,,0.526
3453,1:no,1:no,,0.567
3454,1:no,1:no,,0.799
3455,1:no,1:no,,0.689
3456,1:no,1:no,,0.738
3457,1:no,1:no,,0.633
3458,1:no,1:no,,0.503
3459,1:no,1:no,,0.786
3460,1:no,1:no,,0.604
3461,1:no,1:no,,0.651
3462,1:no,1:no,,0.542
3463,1:no,1:no,,0.573
3464,1:no,1:no,,0.814
3465,1:no,1:no,,0.702
3466,1:no,1:no,,0.747
3467,1:no,1:no,,0.634
3468,1:no,1:no,,0.503
3469,1:no,1:no,,0.795
3470,1:no,1:no,,0.603
3471,1:no,1:no,,0.65
3472,1:no,1:no,,0.541
3473,1:no,1:no,,0.572
3474,1:no,1:no,,0.814
3475,1:no,1:no,,0.692
3476,1:no,1:no,,0.739
3477,1:no,1:no,,0.632
3478,1:no,2:yes,+,0.504
3479,1:no,1:no,,0.797
3480,1:no,1:no,,0.594
3481,1:no,1:no,,0.642
3482,1:no,1:no,,0.54
3483,1:no,1:no,,0.558
3484,1:no,1:no,,0.811
3485,1:no,1:no,,0.693
3486,1:no,1:no,,0.74
3487,1:no,1:no,,0.632
3488,1:no,1:no,,0.532
3489,1:no,1:no,,0.83
3490,1:no,1:no,,0.635
3491,1:no,1:no,,0.682
3492,1:no,1:no,,0.585
3493,1:no,1:no,,0.598
3494,1:no,1:no,,0.833
3495,1:no,1:no,,0.721
3496,1:no,1:no,,0.766
3497,1:no,1:no,,0.666
3498,1:no,1:no,,0.536
3499,1:no,1:no,,0.838
3500,1:no,1:no,,0.659
3501,1:no,1:no,,0.697
3502,1:no,1:no,,0.603
3503,1:no,1:no,,0.598
3504,1:no,1:no,,0.834
3505,1:no,1:no,,0.735
3506,1:no,1:no,,0.772
3507,1:no,1:no,,0.669
3508,1:no,1:no,,0.598
3509,1:no,1:no,,0.834
3510,1:no,1:no,,0.735
3511,1:no,1:no,,0.772
3512,1:no,1:no,,0.669
3513,1:no,1:no,,0.599
3514,1:no,1:no,,0.838
3515,1:no,1:no,,0.742
3516,1:no,1:no,,0.78
3517,1:no,1:no,,0.673
3518,1:no,1:no,,0.539
3519,1:no,1:no,,0.792
3520,1:no,1:no,,0.671
3521,1:no,1:no,,0.709
3522,1:no,1:no,,0.612
3523,1:no,1:no,,0.601
3524,1:no,1:no,,0.839
3525,1:no,1:no,,0.752
3526,1:no,1:no,,0.79
3527,1:no,1:no,,0.683
3528,1:no,1:no,,0.54
3529,1:no,1:no,,0.837
3530,1:no,1:no,,0.688
